OrderID,CampaignID,AttributionModel,ConversionDays,CampaignChannel
O00088354,M0994,Time Decay,12,Email
O00088356,M0897,Linear,21,Affiliate
O00088357,M0376,Last Click,29,Search
O00088358,M0037,Last Click,10,Search
O00088359,M0220,Last Click,21,Social
O00088360,M0770,Linear,4,Email
O00088361,M0968,Last Click,4,Email
O00088362,M0643,Last Click,14,Social
O00088363,M0911,First Click,23,Affiliate
O00088365,M0742,Time Decay,13,Affiliate
O00088368,M0197,Linear,18,Social
O00088369,M0192,First Click,3,Search
O00088370,M0811,Time Decay,27,Affiliate
O00088372,M0159,Last Click,6,Search
O00088374,M0530,First Click,19,Email
O00088375,M0633,Linear,17,Affiliate
O00088376,M0462,Time Decay,20,Search
O00088377,M0625,Last Click,1,Social
O00088378,M0913,First Click,5,Email
O00088379,M0549,Last Click,19,Social
O00088380,M0789,Time Decay,4,Email
O00088382,M0704,Last Click,26,Email
O00088383,M0351,Last Click,21,Search
O00088384,M0190,Linear,25,Affiliate
O00088385,M0125,Time Decay,2,Email
O00088386,M0419,Time Decay,8,Affiliate
O00088387,M0054,Time Decay,3,Email
O00088388,M0188,Linear,1,Search
O00088389,M0101,Time Decay,4,Search
O00088390,M0021,Time Decay,7,Social
O00088391,M0305,Linear,25,Social
O00088393,M0652,First Click,30,Email
O00088394,M0872,Time Decay,20,Email
O00088395,M0511,Last Click,4,Social
O00088396,M0700,Linear,28,Email
O00088397,M0098,Last Click,13,Email
O00088398,M0441,Time Decay,29,Social
O00088399,M0640,First Click,11,Affiliate
O00088400,M0662,Linear,19,Affiliate
O00088401,M0055,Time Decay,13,Email
O00088402,M0227,Linear,14,Email
O00088403,M0655,Last Click,16,Social
O00088404,M0653,First Click,12,Email
O00088405,M0716,Last Click,30,Email
O00088406,M0373,Last Click,27,Affiliate
O00088407,M0480,First Click,13,Email
O00088409,M0360,Linear,16,Social
O00088411,M0402,Linear,8,Social
O00088413,M0303,Last Click,10,Email
O00088414,M0537,Time Decay,14,Affiliate
O00088415,M0034,Linear,14,Search
O00088418,M0355,First Click,9,Email
O00088420,M0815,Linear,4,Social
O00088421,M0212,First Click,7,Affiliate
O00088422,M0515,Time Decay,10,Affiliate
O00088423,M0536,Last Click,6,Email
O00088424,M0815,Last Click,16,Social
O00088425,M0811,Time Decay,25,Affiliate
O00088426,M0235,First Click,30,Social
O00088428,M0260,First Click,9,Affiliate
O00088429,M0918,Linear,27,Email
O00088430,M0276,Time Decay,25,Social
O00088431,M0768,Linear,17,Email
O00088434,M0647,Last Click,22,Search
O00088435,M0221,Linear,22,Affiliate
O00088436,M0186,First Click,26,Affiliate
O00088438,M0210,Last Click,22,Affiliate
O00088440,M0737,Last Click,22,Email
O00088441,M0391,Last Click,19,Affiliate
O00088442,M0918,Time Decay,25,Email
O00088444,M0301,Time Decay,13,Affiliate
O00088445,M0508,Time Decay,20,Affiliate
O00088446,M0233,First Click,0,Search
O00088449,M0797,Time Decay,6,Affiliate
O00088451,M0277,Linear,17,Social
O00088452,M0654,Last Click,26,Social
O00088453,M0455,Linear,5,Social
O00088454,M0441,Linear,17,Social
O00088455,M0421,Last Click,21,Email
O00088456,M0075,Time Decay,1,Search
O00088457,M0798,First Click,16,Affiliate
O00088458,M0466,Time Decay,29,Email
O00088460,M0540,Linear,9,Search
O00088461,M0200,First Click,24,Email
O00088462,M0268,Last Click,8,Social
O00088463,M0246,Time Decay,21,Search
O00088464,M0388,Linear,26,Search
O00088465,M0772,Time Decay,16,Affiliate
O00088466,M0283,Linear,10,Email
O00088467,M0866,Time Decay,24,Affiliate
O00088468,M0903,Linear,11,Social
O00088470,M0746,Last Click,11,Affiliate
O00088471,M0691,Last Click,2,Email
O00088472,M0729,First Click,1,Email
O00088475,M0239,Last Click,16,Social
O00088476,M0358,Linear,14,Email
O00088477,M0198,First Click,12,Email
O00088478,M0728,First Click,4,Search
O00088479,M0334,First Click,10,Email
O00088480,M0036,Linear,30,Email
O00088481,M0237,First Click,21,Email
O00088482,M0145,Time Decay,16,Social
O00088484,M0845,First Click,21,Search
O00088485,M0415,First Click,25,Social
O00088486,M0618,First Click,11,Email
O00088487,M0238,Last Click,24,Email
O00088489,M0916,Linear,24,Email
O00088490,M0166,First Click,10,Affiliate
O00088491,M0359,First Click,1,Affiliate
O00088493,M0589,Linear,29,Search
O00088497,M0634,First Click,11,Email
O00088498,M0497,Time Decay,20,Email
O00088499,M0430,Time Decay,0,Email
O00088500,M0010,Linear,17,Search
O00088501,M0134,Time Decay,5,Affiliate
O00088502,M0366,Time Decay,23,Affiliate
O00088503,M0741,Linear,27,Social
O00088504,M0430,Linear,24,Email
O00088505,M0734,Linear,24,Affiliate
O00088506,M0499,Last Click,16,Search
O00088508,M0085,First Click,17,Social
O00088510,M0834,First Click,29,Email
O00088514,M0731,Time Decay,14,Email
O00088515,M0108,First Click,8,Email
O00088516,M0195,Linear,14,Email
O00088517,M0966,Linear,17,Email
O00088518,M0734,Last Click,24,Affiliate
O00088519,M0368,Last Click,25,Social
O00088521,M0779,Last Click,10,Search
O00088522,M0111,Last Click,20,Email
O00088524,M0533,Last Click,4,Social
O00088527,M0381,Last Click,2,Search
O00088528,M0401,Time Decay,18,Email
O00088529,M0107,Last Click,27,Social
O00088531,M0201,Last Click,30,Affiliate
O00088534,M0409,Linear,29,Social
O00088535,M0391,Last Click,6,Affiliate
O00088536,M0888,Time Decay,6,Email
O00088537,M0137,Last Click,28,Email
O00088539,M0047,Linear,1,Social
O00088540,M0251,Linear,2,Search
O00088541,M0982,Last Click,6,Social
O00088542,M0502,Time Decay,4,Email
O00088543,M0822,Linear,1,Email
O00088544,M0654,Linear,16,Social
O00088546,M0283,First Click,11,Email
O00088547,M0913,Linear,2,Email
O00088549,M0099,Last Click,4,Affiliate
O00088551,M0460,First Click,8,Search
O00088553,M0481,First Click,30,Email
O00088556,M0077,Time Decay,1,Affiliate
O00088558,M0582,First Click,20,Affiliate
O00088560,M0303,Time Decay,26,Email
O00088561,M0264,Last Click,15,Social
O00088563,M0763,Time Decay,3,Affiliate
O00088565,M0334,Time Decay,22,Email
O00088568,M0026,Last Click,26,Search
O00088569,M0701,Time Decay,12,Affiliate
O00088570,M0865,Last Click,3,Search
O00088571,M0376,First Click,21,Search
O00088572,M0630,Time Decay,11,Social
O00088573,M0598,Linear,26,Affiliate
O00088574,M0154,Time Decay,20,Email
O00088575,M0792,Last Click,14,Email
O00088576,M0918,Last Click,26,Email
O00088578,M0910,Time Decay,4,Search
O00088579,M0014,Time Decay,27,Social
O00088580,M0234,Linear,3,Search
O00088581,M0355,Last Click,27,Email
O00088584,M0027,Linear,4,Social
O00088586,M0361,First Click,6,Email
O00088587,M0833,Last Click,11,Search
O00088588,M0473,Time Decay,12,Social
O00088590,M0549,Time Decay,3,Social
O00088592,M0929,Time Decay,14,Social
O00088593,M0880,Linear,21,Email
O00088595,M0623,Last Click,28,Search
O00088597,M0946,First Click,24,Search
O00088601,M0447,First Click,16,Social
O00088602,M0057,Time Decay,26,Search
O00088605,M0243,Last Click,3,Search
O00088606,M0772,Linear,21,Affiliate
O00088608,M0478,First Click,2,Search
O00088609,M0889,Last Click,4,Social
O00088610,M0723,Time Decay,22,Search
O00088611,M0834,Time Decay,1,Email
O00088612,M0641,Time Decay,10,Search
O00088613,M0691,Linear,25,Email
O00088614,M0328,Time Decay,19,Affiliate
O00088616,M0596,Linear,23,Social
O00088617,M0396,First Click,15,Affiliate
O00088618,M0859,First Click,8,Social
O00088619,M0641,Last Click,0,Search
O00088620,M0722,First Click,11,Search
O00088621,M0376,Last Click,25,Search
O00088622,M0411,Linear,20,Social
O00088623,M0251,Time Decay,16,Search
O00088624,M0380,Last Click,21,Social
O00088626,M0801,Linear,30,Search
O00088627,M0139,Last Click,29,Social
O00088628,M0122,Last Click,15,Search
O00088629,M0674,Last Click,0,Search
O00088630,M0071,Linear,9,Social
O00088631,M0330,Last Click,19,Social
O00088632,M0043,Linear,0,Affiliate
O00088633,M0222,Last Click,17,Affiliate
O00088634,M0085,Linear,19,Social
O00088635,M0588,Linear,3,Email
O00088637,M0834,Time Decay,17,Email
O00088639,M0043,First Click,30,Affiliate
O00088640,M0322,Last Click,25,Social
O00088641,M0079,Linear,15,Email
O00088642,M0147,Linear,17,Affiliate
O00088643,M0957,Time Decay,30,Social
O00088645,M0091,Linear,26,Social
O00088647,M0041,First Click,23,Email
O00088648,M0552,Time Decay,0,Social
O00088649,M0895,Linear,12,Email
O00088650,M0263,First Click,2,Social
O00088651,M0878,Linear,22,Email
O00088653,M0758,Time Decay,26,Email
O00088654,M0358,Time Decay,3,Email
O00088655,M0949,Linear,3,Social
O00088656,M0817,Linear,12,Social
O00088657,M0094,Time Decay,28,Search
O00088659,M0593,Time Decay,3,Email
O00088660,M0912,Time Decay,2,Social
O00088661,M0002,First Click,29,Email
O00088662,M0652,First Click,12,Email
O00088663,M0805,Time Decay,4,Affiliate
O00088665,M0056,Linear,13,Search
O00088667,M0531,Last Click,13,Email
O00088670,M0565,Last Click,11,Search
O00088671,M0153,First Click,11,Search
O00088673,M0319,First Click,28,Email
O00088674,M0342,Time Decay,18,Email
O00088676,M0423,First Click,26,Social
O00088677,M0509,Time Decay,2,Search
O00088678,M0208,Time Decay,12,Email
O00088679,M0751,Linear,28,Search
O00088680,M0537,First Click,6,Affiliate
O00088682,M0748,Last Click,1,Affiliate
O00088684,M0770,Time Decay,8,Email
O00088685,M0099,Time Decay,20,Affiliate
O00088686,M0522,First Click,23,Affiliate
O00088687,M0642,Time Decay,16,Search
O00088688,M0755,First Click,15,Social
O00088689,M0661,First Click,16,Affiliate
O00088690,M0731,Last Click,5,Email
O00088691,M0083,Time Decay,27,Search
O00088693,M0719,Time Decay,30,Search
O00088695,M0682,Linear,15,Affiliate
O00088696,M0234,Last Click,8,Search
O00088697,M0365,First Click,2,Affiliate
O00088698,M0330,First Click,29,Social
O00088699,M0187,Last Click,7,Email
O00088700,M0028,Last Click,8,Search
O00088701,M0085,Linear,0,Social
O00088702,M0411,First Click,6,Social
O00088704,M0772,Linear,25,Affiliate
O00088705,M0892,Last Click,24,Search
O00088706,M0054,Linear,2,Email
O00088708,M0122,First Click,4,Search
O00088709,M0950,Last Click,16,Social
O00088710,M0204,First Click,30,Search
O00088712,M0027,First Click,5,Social
O00088715,M0517,Linear,8,Affiliate
O00088716,M0954,Last Click,19,Search
O00088717,M0547,Linear,16,Affiliate
O00088718,M0281,Time Decay,21,Email
O00088719,M0829,Linear,18,Email
O00088720,M0854,Linear,14,Affiliate
O00088722,M0988,Linear,6,Social
O00088723,M0626,Linear,4,Social
O00088724,M0167,Time Decay,2,Social
O00088725,M0210,Linear,8,Affiliate
O00088726,M0028,Linear,7,Search
O00088727,M0020,First Click,26,Email
O00088728,M0788,Last Click,16,Affiliate
O00088729,M0227,First Click,29,Email
O00088731,M0002,First Click,15,Email
O00088732,M0919,Linear,0,Email
O00088736,M0099,Time Decay,27,Affiliate
O00088738,M0659,First Click,2,Email
O00088739,M0516,Last Click,30,Search
O00088740,M0509,Time Decay,4,Search
O00088741,M0390,Linear,23,Search
O00088743,M0794,Time Decay,24,Email
O00088744,M0249,Linear,20,Search
O00088746,M0269,Last Click,21,Search
O00088748,M0343,First Click,25,Search
O00088749,M0919,First Click,7,Email
O00088750,M0373,Linear,0,Affiliate
O00088751,M0929,First Click,6,Social
O00088752,M0298,Time Decay,19,Social
O00088753,M0811,Linear,29,Affiliate
O00088754,M0788,Linear,30,Affiliate
O00088756,M0234,Linear,15,Search
O00088757,M0521,Time Decay,15,Social
O00088758,M0265,Time Decay,30,Email
O00088759,M0109,Time Decay,15,Social
O00088760,M0676,First Click,30,Social
O00088761,M0522,Time Decay,23,Affiliate
O00088762,M0504,Last Click,1,Email
O00088763,M0724,First Click,4,Email
O00088764,M0531,Last Click,22,Email
O00088766,M0783,Time Decay,5,Affiliate
O00088767,M0250,Last Click,13,Affiliate
O00088768,M0386,First Click,16,Search
O00088770,M0882,Time Decay,22,Social
O00088771,M0574,First Click,13,Search
O00088772,M0696,Last Click,1,Search
O00088773,M0168,Linear,14,Social
O00088774,M0473,Last Click,14,Social
O00088775,M0614,First Click,8,Affiliate
O00088776,M0740,Time Decay,15,Email
O00088777,M0059,Last Click,23,Social
O00088778,M0163,Time Decay,22,Social
O00088779,M0380,Linear,26,Social
O00088781,M0712,Time Decay,8,Affiliate
O00088785,M0082,First Click,1,Search
O00088788,M0532,Linear,28,Search
O00088789,M0751,Last Click,16,Search
O00088790,M0073,Linear,30,Email
O00088791,M0079,Time Decay,14,Email
O00088792,M0331,Last Click,7,Search
O00088793,M0148,First Click,1,Search
O00088794,M0755,Last Click,17,Social
O00088796,M0279,Time Decay,17,Social
O00088797,M0491,Linear,26,Affiliate
O00088798,M0967,First Click,27,Search
O00088799,M0189,Linear,28,Social
O00088800,M0320,Time Decay,28,Email
O00088802,M0976,Linear,1,Social
O00088803,M0861,Linear,28,Email
O00088804,M0272,Last Click,14,Affiliate
O00088805,M0970,Time Decay,14,Email
O00088806,M0156,Linear,6,Search
O00088808,M0377,Linear,4,Search
O00088809,M0866,Last Click,11,Affiliate
O00088810,M0388,Last Click,9,Search
O00088811,M0103,Last Click,6,Email
O00088812,M0981,First Click,22,Email
O00088813,M0484,Last Click,20,Search
O00088814,M0511,Time Decay,27,Social
O00088817,M0687,First Click,21,Search
O00088818,M0964,Last Click,29,Affiliate
O00088819,M0940,Time Decay,11,Affiliate
O00088820,M0575,Last Click,22,Affiliate
O00088821,M0812,Last Click,30,Affiliate
O00088822,M0672,First Click,27,Social
O00088824,M0695,Last Click,29,Social
O00088825,M0292,Linear,30,Email
O00088826,M0507,First Click,29,Social
O00088827,M0654,First Click,5,Social
O00088831,M0692,Time Decay,24,Social
O00088832,M0964,First Click,16,Affiliate
O00088833,M0335,First Click,19,Affiliate
O00088836,M0758,Linear,14,Email
O00088838,M0746,Linear,4,Affiliate
O00088839,M0896,Time Decay,28,Affiliate
O00088841,M0233,Time Decay,8,Search
O00088843,M0295,Linear,29,Affiliate
O00088844,M0012,Time Decay,8,Social
O00088845,M0660,Last Click,15,Social
O00088846,M0107,Last Click,23,Social
O00088847,M0903,Linear,15,Social
O00088848,M0019,Time Decay,28,Search
O00088849,M0102,First Click,0,Search
O00088850,M0461,Last Click,15,Affiliate
O00088852,M0753,First Click,3,Email
O00088854,M0454,Time Decay,14,Email
O00088855,M0780,First Click,23,Social
O00088860,M0103,First Click,10,Email
O00088862,M0162,Linear,11,Social
O00088864,M0046,First Click,25,Social
O00088867,M0505,Last Click,6,Social
O00088869,M0102,Time Decay,25,Search
O00088870,M0168,Time Decay,27,Social
O00088871,M0015,First Click,26,Affiliate
O00088872,M0976,Last Click,8,Social
O00088873,M0448,Time Decay,13,Search
O00088874,M0763,Time Decay,6,Affiliate
O00088875,M0889,Last Click,14,Social
O00088876,M0180,Time Decay,14,Social
O00088877,M0130,Last Click,18,Social
O00088878,M0869,Linear,14,Affiliate
O00088879,M0647,Linear,28,Search
O00088883,M0397,Linear,23,Search
O00088884,M0525,Last Click,26,Affiliate
O00088885,M0470,Linear,14,Affiliate
O00088886,M0898,Time Decay,20,Search
O00088887,M0187,First Click,12,Email
O00088888,M0228,Last Click,8,Search
O00088889,M0251,Linear,18,Search
O00088891,M0477,Time Decay,25,Affiliate
O00088892,M0219,Time Decay,14,Affiliate
O00088895,M0027,Time Decay,12,Social
O00088897,M0013,Last Click,12,Search
O00088899,M0387,Last Click,11,Affiliate
O00088900,M0903,Linear,30,Social
O00088901,M0945,Linear,23,Affiliate
O00088902,M0800,Linear,7,Email
O00088903,M0582,First Click,18,Affiliate
O00088906,M0260,Time Decay,26,Affiliate
O00088907,M0561,Last Click,20,Search
O00088909,M0543,Time Decay,5,Social
O00088910,M0005,Last Click,3,Email
O00088911,M0394,Time Decay,26,Social
O00088912,M0449,Linear,24,Search
O00088913,M0894,Linear,8,Search
O00088914,M0544,Linear,12,Affiliate
O00088915,M0764,First Click,5,Email
O00088916,M0688,Linear,6,Affiliate
O00088917,M0439,First Click,20,Search
O00088919,M0129,First Click,24,Social
O00088920,M0342,Last Click,7,Email
O00088921,M0092,First Click,26,Social
O00088923,M0479,Last Click,17,Search
O00088924,M0004,Linear,10,Affiliate
O00088925,M0430,Time Decay,16,Email
O00088926,M0174,Last Click,14,Email
O00088927,M0321,Linear,27,Search
O00088928,M0534,First Click,23,Affiliate
O00088929,M0164,First Click,5,Search
O00088930,M0589,Linear,30,Search
O00088931,M0762,Linear,27,Email
O00088932,M0599,Last Click,11,Search
O00088933,M0730,Linear,28,Social
O00088934,M0243,Linear,15,Search
O00088936,M0051,Time Decay,28,Search
O00088937,M0239,Linear,4,Social
O00088938,M0248,Last Click,5,Email
O00088939,M0192,Last Click,3,Search
O00088940,M0159,Last Click,10,Search
O00088942,M0355,Time Decay,9,Email
O00088943,M0945,Linear,8,Affiliate
O00088945,M0577,Time Decay,16,Email
O00088948,M0584,Last Click,11,Social
O00088949,M0444,Linear,25,Email
O00088950,M0120,Time Decay,4,Email
O00088951,M0018,First Click,21,Affiliate
O00088952,M0331,First Click,28,Search
O00088954,M0065,First Click,3,Affiliate
O00088956,M0963,Last Click,22,Affiliate
O00088957,M0812,Time Decay,26,Affiliate
O00088958,M0077,Linear,15,Affiliate
O00088959,M0232,First Click,2,Social
O00088961,M0699,First Click,17,Affiliate
O00088962,M0193,Time Decay,0,Email
O00088963,M0460,Time Decay,16,Search
O00088965,M0194,Time Decay,8,Email
O00088968,M0364,First Click,2,Social
O00088970,M0069,First Click,29,Affiliate
O00088971,M0764,Last Click,26,Email
O00088973,M0039,Linear,17,Affiliate
O00088974,M0066,Time Decay,12,Email
O00088975,M0072,Last Click,4,Email
O00088976,M0647,Time Decay,0,Search
O00088977,M0604,Linear,8,Affiliate
O00088978,M0449,Time Decay,7,Search
O00088979,M0473,First Click,26,Social
O00088980,M0645,First Click,7,Search
O00088981,M0926,Linear,1,Affiliate
O00088982,M0667,Linear,15,Email
O00088983,M0351,First Click,21,Search
O00088985,M0355,Time Decay,19,Email
O00088986,M0285,First Click,22,Email
O00088987,M0274,Last Click,28,Affiliate
O00088988,M0694,Last Click,1,Email
O00088990,M0390,Time Decay,7,Search
O00088991,M0091,Linear,26,Social
O00088993,M0763,Linear,8,Affiliate
O00088994,M0378,Last Click,12,Social
O00088996,M0754,First Click,2,Email
O00088997,M0908,Linear,28,Email
O00088998,M0449,Linear,23,Search
O00088999,M0118,Linear,0,Search
O00089000,M0694,Last Click,25,Email
O00089001,M0953,Last Click,27,Social
O00089002,M0852,Last Click,20,Search
O00089004,M0229,Linear,27,Social
O00089005,M0281,Time Decay,18,Email
O00089008,M0647,Last Click,29,Search
O00089010,M0543,Time Decay,8,Social
O00089011,M0436,First Click,16,Search
O00089015,M0846,Last Click,1,Affiliate
O00089016,M0370,Linear,25,Affiliate
O00089017,M0709,Time Decay,19,Search
O00089018,M0743,Linear,4,Social
O00089021,M0758,Time Decay,23,Email
O00089025,M0982,First Click,22,Social
O00089027,M0952,Linear,11,Search
O00089029,M0688,Last Click,29,Affiliate
